s_type,departinbus_no,bus_name,bug_time,duration,reaching_time,star_rating,price,seat_availability
64,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:55,02h 20m,02:15,4.9,1576,5
64,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,01h 27m,01:25,3.6,1499,11
64,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,01h 32m,01:30,3.6,1499,18
64,Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),23:05,01h 15m,00:20,3.2,999,24
64,Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),23:05,00h 52m,23:57,3.2,999,24
65,Zimindara Travels,A/C Seater / Sleeper (2+1),23:00,03h 15m,02:15,4.1,599,30
65,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),23:55,02h 05m,02:00,3.7,1399,17
65,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),23:30,02h 30m,02:00,3.7,899,17
65,Shree Mahaveer Travels Jaipur,Bharat Benz A/C Seater /Sleeper (2+1),22:00,02h 35m,00:35,3.6,699,5
65,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,02h 50m,00:20,3.5,699,38
65,Vijay Tour and Travels,Volvo 9600 A/C Sleeper (2+1),23:30,02h 30m,02:00,3.5,949,10
65,City Land Travels,Volvo A/C Semi Sleeper (2+2),23:55,02h 05m,02:00,3.5,224,14
65,Om Sidh Express,Volvo A/C (2+2),23:55,01h 35m,01:30,3.3,550,14
67,HRTC - 1505,Ordinary 3+2 Non AC Seater,20:16,07h 44m,04:00,3.7,513,37
67,HRTC - 1150,Ordinary 3+2 Non AC Seater,20:30,08h 45m,05:15,3.9,518,37
67,Chandigarh Transport Undertaking (CTU) - 165825,HVAC Seater (2+3),20:08,09h 00m,05:08,3.7,611.4,45
67,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,06h 35m,06:30,4.5,499,16
68,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,04h 55m,01:15,3.3,1424,3
68,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,04h 05m,01:20,4.2,1520,3
68,Northern Travels,Volvo A/C Semi Sleeper (2+2),21:45,03h 45m,01:30,3.0,1710,1
68,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,05h 10m,03:10,4.5,1425,5
68,Northern Travels,Volvo A/C Semi Sleeper (2+2),22:00,03h 15m,01:15,3.0,1600,14
68,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),22:30,04h 05m,02:35,3.8,1531,4
69,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),18:20,02h 00m,20:20,3.8,300,41
69,FlixBus,Bharat Benz A/C Sleeper (2+1),23:10,02h 00m,01:10,4.0,1265.18,1
69,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),17:55,02h 05m,20:00,2.5,295,35
69,Orbit Aviation Pvt Ltd,Mercedes Multi-Axle Semi Sleeper (2+2),18:55,02h 00m,20:55,3.0,599,24
69,Rajpreet Travels and cargo,A/C Sleeper (2+1),19:00,02h 30m,21:30,3.3,950,32
69,Zimindara Travels,AC Sleeper (2+1),20:00,02h 20m,22:20,4.1,714,13
69,Rajpreet Travels and cargo,A/C Sleeper (2+1),20:00,02h 00m,22:00,3.3,666,32
69,Tantia Travels & Cargo,A/C Seater / Sleeper (2+1),20:15,02h 00m,22:15,3.8,666,23
70,NueGo,A/C Seater (2+2),18:00,04h 55m,22:55,4.1,382,4
70,NueGo,A/C Seater (2+2),19:00,03h 55m,22:55,4.4,382,4
70,Zimindara Travels,A/C Seater / Sleeper (2+1),23:00,06h 30m,05:30,3.8,599,12
70,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),23:30,05h 30m,05:00,3.7,1099,15
70,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,05h 50m,05:45,4.4,665,12
70,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),23:55,05h 05m,05:00,3.7,1099,17
70,City Land Travels,Volvo A/C Semi Sleeper (2+2),23:55,06h 05m,06:00,3.9,224,14
70,Om Sidh Express,Volvo A/C (2+2),23:55,05h 05m,05:00,1.9,550,14
71,PEPSU (Punjab) - 67103,AC Seater Hvac 2+2,22:31,05h 29m,04:00,3.2,454,31
71,Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),22:00,07h 00m,05:00,4.6,3850,36
71,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:30,07h 00m,06:30,4.6,3300,33
72,PEPSU (Punjab) - 67104,AC Seater Hvac 2+2,22:30,05h 01m,03:31,2.8,454,18
72,Indo Canadian Transport Company,A/C Sleeper (2+1),22:00,07h 00m,05:00,4.6,3850,7
73,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,08h 00m,04:50,4.5,997,16
73,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,05h 59m,02:49,4.5,873,15
73,PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,07h 00m,04:50,3.9,873,14
73,PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,08h 00m,05:50,4.5,997,14
73,NueGo,Electric A/C Seater (2+2),23:15,05h 50m,05:05,4.0,833,10
73,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,05h 51m,04:18,4.6,1650,6
73,Armaan Tour & Travels,A/C Seater / Sleeper (2+1),23:00,06h 30m,05:30,4.1,729,39
73,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:35,06h 45m,05:20,4.8,2359,4
73,Deltin Travels Pvt Ltd,Bharat Benz A/C Seater /Sleeper (2+1),22:00,07h 00m,05:00,4.1,1380,7
73,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06h 07m,06:05,5.0,1499,3
73,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:15,06h 45m,05:00,4.7,1349,12
73,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:55,06h 50m,06:45,4.4,1576,4
73,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:40,05h 50m,05:30,4.7,1169,9
73,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:50,06h 50m,06:40,4.6,1986,11
73,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:50,05h 40m,05:30,4.3,1599,13
73,Indo Canadian Transport Company,A/C Sleeper (2+1),21:29,07h 31m,05:00,4.6,3850,7
73,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:29,07h 31m,07:00,4.6,3300,29
73,NueGo,Electric A/C Seater (2+2),18:00,05h 50m,23:50,3.3,445,8
73,NueGo,Electric A/C Seater (2+2),00:05,05h 50m,05:55,3.5,919,10
73,Armaan Tour & Travels,A/C Seater / Sleeper (2+1),22:50,07h 10m,06:00,3.5,699,1
73,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:25,05h 55m,05:20,3.8,1499,1
73,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:40,05h 30m,05:10,3.5,1899,2
73,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06h 22m,06:20,3.8,1499,3
73,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:05,06h 10m,05:15,3.8,1979,7
73,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:59,06h 31m,06:30,3.1,1299,10
73,Bhawani Travels,A/C Seater / Sleeper (2+2),23:59,06h 11m,06:10,3.9,1111,1
73,Classic Travels,A/C Seater / Sleeper (2+2),23:55,07h 00m,06:55,2.5,439,4
73,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:50,07h 40m,01:30,1.7,1300,4
73,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:58,06h 52m,06:50,2.2,1299,5
74,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:00,07h 50m,04:50,3.0,997,37
74,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:50,07h 00m,04:50,4.0,873,37
74,PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),23:58,08h 00m,07:58,4.4,997,37
74,RSRTC - 156675,Express Non AC Seater 2+3,22:30,06h 45m,05:15,2.2,436,25
74,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,06h 25m,05:25,4.1,1029,7
74,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:50,06h 16m,05:06,4.2,699,4
74,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,06h 40m,05:00,4.4,813,5
74,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:00,06h 30m,05:30,4.4,987,7
74,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,06h 50m,06:30,4.6,1784,2
74,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:15,08h 00m,06:15,4.5,1049,6
74,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:20,06h 30m,05:50,4.0,990,10
74,Orbit Aviation Pvt Ltd,Mercedes Multi-Axle Semi Sleeper (2+2),23:55,07h 50m,07:45,4.5,649,17
74,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,07h 00m,03:00,4.6,1078,4
74,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:25,05h 35m,04:00,4.0,600,3
74,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,07h 00m,06:30,4.5,1308,3
74,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:45,06h 11m,04:56,4.1,699,4
74,Bhawani Travels,A/C Seater / Sleeper (2+2),23:00,05h 30m,04:30,3.9,799,1
74,FlixBus,Bharat Benz A/C Sleeper (2+1),22:30,07h 20m,05:50,4.8,1219.64,2
74,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06h 45m,05:15,4.9,943,7
74,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:00,07h 05m,04:05,4.7,869,7
74,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:50,05h 54m,05:44,4.6,1280,7
74,City Land Travels,A/C Seater/Sleeper (2+1),22:50,07h 00m,05:50,3.8,603,21
74,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,07h 20m,03:50,4.4,959,2
74,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:15,08h 00m,06:15,4.2,1009,9
74,FlixBus,Bharat Benz A/C Sleeper (2+1),21:00,07h 25m,04:25,4.6,1219.64,4
74,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:50,07h 15m,06:05,4.5,1179,6
74,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:30,08h 15m,07:45,4.6,3300,31
74,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+2),23:40,05h 20m,05:00,2.8,961,5
74,Zingbus Plus,A/C Sleeper (2+1),21:35,06h 50m,04:25,4.9,1637,1
74,NEW KING BUS SERVICE,A/C Seater / Sleeper (2+2),23:00,05h 35m,04:35,3.4,549,26
74,Banjara Satguru Travels,A/C Seater / Sleeper (2+1),23:15,05h 31m,04:46,2.6,676,19
74,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:05,05h 56m,05:01,2.5,799,1
74,NueGo,Electric A/C Seater (2+2),23:50,06h 25m,06:15,3.3,767,6
74,Royal Safari India Travels,A/C Seater / Sleeper (2+2),22:30,06h 30m,05:00,,880,36
74,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,05h 20m,04:00,3.3,599,2
74,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),23:20,05h 45m,05:05,2.6,629,33
74,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:10,06h 35m,05:45,3.3,849,15
74,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:13,06h 22m,05:35,3.7,999,5
74,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),23:50,05h 15m,05:05,2.5,640,24
74,Travel Point,A/C Seater / Sleeper (2+2),21:00,05h 21m,02:21,3.0,1046.67,44
74,K.S Travels,A/C Semi Sleeper / Sleeper (2+2),23:00,06h 45m,05:45,3.3,800,30
74,Travel Point,A/C Seater / Sleeper (2+2),21:00,05h 30m,02:30,3.0,1099,40
74,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:25,07h 45m,06:10,3.8,1159,5
74,Classic Travels,A/C Seater / Sleeper (2+2),21:40,07h 00m,04:40,3.5,799,6
74,NueGo,Electric A/C Seater (2+2),23:00,06h 25m,05:25,2.9,686,15
74,SHAH HOLIDAY TRAVEL,VE A/C Seater / Sleeper (2+2),22:30,06h 00m,04:30,2.4,799,50
75,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,05h 59m,02:49,4.5,873,15
75,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,08h 00m,04:50,4.5,997,16
75,PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,07h 00m,04:50,3.9,873,14
75,PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,08h 00m,05:50,4.5,997,14
75,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,05h 51m,04:18,4.6,1650,6
75,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:15,06h 45m,05:00,4.7,1349,12
75,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:50,06h 50m,06:40,4.6,2270,11
75,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:35,06h 45m,05:20,4.8,2359,4
75,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:55,06h 50m,06:45,4.4,1659,4
75,NueGo,Electric A/C Seater (2+2),23:15,05h 50m,05:05,4.0,877,10
75,NueGo,Electric A/C Seater (2+2),18:00,05h 50m,23:50,3.3,468,8
75,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:25,05h 55m,05:20,3.8,1599,1
75,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06h 22m,06:20,3.8,1599,3
75,NueGo,Electric A/C Seater (2+2),00:05,05h 50m,05:55,3.5,967,10
75,Classic Travels,A/C Seater / Sleeper (2+2),23:55,07h 00m,06:55,2.5,439,4
75,Armaan Tour & Travels,A/C Seater / Sleeper (2+1),23:00,06h 30m,05:30,4.1,729,39
75,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:40,05h 50m,05:30,4.7,1169,9
75,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06h 07m,06:05,5.0,1599,3
75,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:05,06h 10m,05:15,3.8,1979,7
75,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:50,05h 40m,05:30,4.3,1699,13
75,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:40,05h 30m,05:10,3.5,1899,2
75,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:50,07h 40m,01:30,1.7,1300,4
75,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:58,06h 52m,06:50,2.2,1399,5
75,Deltin Travels Pvt Ltd,Bharat Benz A/C Seater /Sleeper (2+1),22:00,07h 00m,05:00,4.1,1380,7
75,Bhawani Travels,A/C Seater / Sleeper (2+2),23:59,06h 11m,06:10,3.9,1111,1
75,Armaan Tour & Travels,A/C Seater / Sleeper (2+1),22:50,07h 10m,06:00,3.5,699,1
75,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:59,06h 31m,06:30,3.1,1399,10
75,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:29,07h 31m,07:00,4.6,3300,29
75,Indo Canadian Transport Company,A/C Sleeper (2+1),21:29,07h 31m,05:00,4.6,3850,7
76,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:00,09h 20m,06:20,3.7,1169,37
76,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:50,08h 30m,06:20,2.4,1045,37
76,PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),23:58,09h 00m,08:58,3.7,1169,37
76,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:25,06h 35m,05:00,4.2,600,3
76,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),22:20,07h 40m,06:00,4.0,760,6
76,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:00,08h 00m,07:00,4.4,987,7
76,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,07h 35m,05:55,4.6,813,5
76,Ashok Bus Service,A/C Seater / Sleeper (2+2),23:35,08h 40m,08:15,4.6,739,29
76,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,07h 40m,06:40,4.7,1029,7
76,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,08h 10m,06:10,4.3,1099,3
76,Bhawani Travels,A/C Seater / Sleeper (2+2),23:00,06h 40m,05:40,4.5,799,1
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:00,08h 15m,05:15,4.5,869,7
76,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:50,06h 59m,06:49,4.7,1280,7
76,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,08h 05m,04:05,4.5,1078,4
76,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,08h 30m,08:00,4.5,1210,3
76,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:30,07h 55m,06:25,4.6,943,7
76,RS YADAV SMART BUS,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),22:10,07h 40m,05:50,4.4,899,5
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,08h 35m,05:05,4.5,959,2
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:15,09h 25m,07:40,4.6,1009,9
76,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,07h 50m,07:30,4.4,1759,2
76,FlixBus,Bharat Benz A/C Sleeper (2+1),21:00,08h 25m,05:25,4.4,1603.57,4
76,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:20,07h 44m,07:04,4.5,980,10
76,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:15,09h 00m,07:15,4.6,1049,6
76,FlixBus,Bharat Benz A/C Sleeper (2+1),22:30,08h 35m,07:05,4.7,1335.71,2
76,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),19:40,08h 30m,04:10,4.1,607,1
76,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:50,08h 30m,07:20,4.5,1179,6
76,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:25,08h 55m,07:20,4.8,1159,3
76,Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),22:00,09h 45m,07:45,4.6,3850,36
76,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:30,09h 45m,09:15,4.6,3300,31
76,Zingbus Plus,A/C Sleeper (2+1),21:35,07h 50m,05:25,4.8,1637,1
76,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),22:30,07h 30m,06:00,4.0,1169,38
76,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:50,07h 27m,06:17,3.9,699,4
76,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:45,07h 50m,06:35,3.7,699,5
76,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:13,06h 57m,06:10,3.9,999,5
76,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),23:50,06h 15m,06:05,3.0,640,19
76,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),20:30,07h 30m,04:00,3.6,648,15
76,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,06h 30m,05:10,3.7,599,1
76,Classic Travels,A/C Seater / Sleeper (2+2),21:40,08h 15m,05:55,3.0,799,6
76,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+2),23:40,07h 35m,07:15,3.0,961,6
76,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),21:40,07h 00m,04:40,3.1,710,20
76,Banjara Satguru Travels,A/C Seater / Sleeper (2+1),23:15,06h 51m,06:06,3.0,676,19
76,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:05,07h 07m,06:12,3.7,799,1
76,Royal Safari India Travels,A/C Seater / Sleeper (2+2),22:30,07h 00m,05:30,,880,36
76,K.S Travels,A/C Semi Sleeper / Sleeper (2+2),23:00,07h 15m,06:15,3.7,800,30
76,Travel Point,A/C Seater / Sleeper (2+2),21:00,06h 21m,03:21,3.0,1046.67,44
76,Travel Point,A/C Seater / Sleeper (2+2),21:00,06h 30m,03:30,3.0,1099,40
76,Lavish Travels,A/C Seater / Sleeper (2+2),18:17,09h 13m,03:30,2.8,540,3
76,City Land Travels,A/C Seater/Sleeper (2+1),22:50,07h 50m,06:40,1.4,603,21
76,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:10,07h 20m,06:30,2.6,849,15
76,NEW KING BUS SERVICE,A/C Seater / Sleeper (2+2),23:00,06h 35m,05:35,2.1,549,28
76,RK Holiday,A/C Seater / Sleeper (2+2),18:40,07h 00m,01:40,1.3,899,8
76,Big Bus,A/C Seater / Sleeper (2+2),21:15,07h 45m,05:00,2.0,599,30
76,Orbit Aviation Pvt Ltd,Mercedes Multi-Axle Semi Sleeper (2+2),23:55,08h 50m,08:45,1.2,649,18
77,PEPSU (Punjab) - 67103,AC Seater Hvac 2+2,22:31,05h 29m,04:00,3.2,454,31
77,Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),22:00,07h 00m,05:00,4.6,3850,36
77,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:30,07h 00m,06:30,4.6,3300,33
79,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:10,08h 40m,03:50,3.8,1045,15
79,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:10,09h 40m,04:50,4.1,1169,15
79,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:00,08h 00m,05:00,4.5,1319,12
79,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:35,08h 05m,06:40,4.6,1986,11
79,Yolo Bus,VE A/C Seater / Sleeper (2+1),21:11,07h 07m,04:18,4.5,1710,7
79,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:05,07h 40m,06:45,4.6,1330,4
79,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:55,07h 35m,07:30,4.4,1520,8
79,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:30,07h 00m,05:30,4.5,1119,9
79,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,07h 00m,06:30,4.6,1269,7
79,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:30,06h 50m,06:20,4.4,1499,3
79,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:25,07h 35m,07:00,4.5,1630,5
79,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:26,06h 50m,06:16,4.5,1620,4
79,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:05,07h 15m,06:20,4.5,1519,4
79,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:30,06h 35m,06:05,4.7,1499,3
79,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),22:00,09h 00m,07:00,4.6,3300,28
79,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:10,06h 20m,05:30,4.4,1599,7
79,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:15,08h 05m,05:20,4.0,2359,4
79,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:50,07h 25m,05:15,4.4,1979,7
79,Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),23:59,09h 00m,08:59,4.6,3850,20
79,Bhawani Travels,A/C Seater / Sleeper (2+2),23:10,07h 00m,06:10,4.0,1111,1
79,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,06h 30m,05:10,3.7,1899,2
79,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,06h 55m,06:50,3.7,1269,12
79,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:50,07h 00m,06:50,3.9,1299,5
79,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:54,06h 36m,06:30,3.1,1299,4
79,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:30,06h 50m,05:20,3.7,1499,1
79,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+1),23:45,07h 15m,07:00,2.9,1361,13
79,Banjara Satguru Travels,A/C Seater / Sleeper (2+1),23:35,06h 50m,06:25,2.9,809,1
79,City Land Travels,A/C Seater/Sleeper (2+1),23:59,07h 31m,07:30,1.0,1116,6
79,Deltin Travels Pvt Ltd,Bharat Benz A/C Seater /Sleeper (2+1),21:05,07h 55m,05:00,2.9,1380,7
79,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+2),23:55,07h 30m,07:25,2.9,1286,10
80,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:00,07h 50m,04:50,3.0,997,37
80,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:50,07h 00m,04:50,4.0,873,37
80,PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),23:58,08h 00m,07:58,4.4,997,37
80,RSRTC - 156675,Express Non AC Seater 2+3,22:30,06h 45m,05:15,2.2,436,25
80,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,06h 50m,06:30,4.6,1852,2
80,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,07h 00m,06:30,4.5,1274,3
80,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:15,08h 00m,06:15,4.5,1049,6
80,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06h 45m,05:15,4.9,1078,7
80,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,07h 20m,03:50,4.4,959,1
80,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:00,07h 05m,04:05,4.7,869,7
80,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,06h 40m,05:00,4.4,856,5
80,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:00,06h 30m,05:30,4.4,1039,7
80,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:50,06h 16m,05:06,4.2,799,4
80,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,07h 00m,03:00,4.6,1232,4
80,Royal Safari India Travels,A/C Seater / Sleeper (2+2),22:30,06h 30m,05:00,,951.43,36
80,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:20,06h 30m,05:50,4.0,990,10
80,FlixBus,Bharat Benz A/C Sleeper (2+1),22:30,07h 20m,05:50,4.8,1219.64,2
